name;frequency
Stein;4
Steinach;4
Steinmüller;4
Stoppani;4
Stoutz;4
Sträuli;4
Straumann;4
Streuli;4
Strickler;4
Stüssi;4
Styger;4
Sulz;4
Tammann;4
Tappolet;4
Thierstein;4
Thomas;4
Thorberg;4
Töndury;4
Torre;4
Tottikon;4
Traz;4
Tresch;4
Treyvaux;4
Trezzini;4
Trog;4
Trüb;4
Trümpler;4
Ulm;4
Uri;4
Uttinger;4
Vandel;4
Verdan;4
Vergy;4
Vernet;4
Vincenz;4
Viry;4
Visetti;4
Vissaula;4
Vögelin;4
Voirol;4
Vollenweider;4
Vonmentlen;4
Vonwiller;4
Vorbourg;4
Vouga;4
Vuille;4
Wäber;4
Wabern;4
Wädenswil;4
Wangen;4
Warnery;4
Wartburg;4
Wartenberg;4
Weder;4
Weilenmann;4
Wellenberg;4
Wenk;4
Werenfels;4
Wetzel;4
Wetzikon;4
Wey;4
Wichser;4
Wick;4
Wilhelm;4
Winter;4
Wissenwegen;4
Witschi;4
Wüest;4
Wunderli;4
Wyser;4
Yersin;4
Zaeslin;4
Zahn;4
Zay;4
Zezikon;4
Zimmerli;4
Zollern;4
Zuber;4
Zuccalli;4
Zumstein;4
Züst;4
Zwahlen;4
Aarberg;3
Aarwangen;3
Abbet;3
Acklin;3
Adam;3
Addor;3
Aegerter;3
Aeppli;3
Alfieri;3
Allenspach;3
Allgöwer;3
Altwegg;3
Amacker;3
Am;3
Amiguet;3
Amstalden;3
An;3
Anhorn;3
Aprile;3
Archer;3
Ardüser;3
Argand;3
Aschwanden;3
Asper;3
Asperlin;3
Aubonne;3
Bader;3
Badoud;3
Badrutt;3
Baehni;3
Balbani;3
Ball;3
Ballmoos;3
Ban;3
Bandelier;3
Bangerter;3
Bänninger;3
Barberini;3
Barblan;3
Bareiss;3
Barni;3
Baron;3
Bärtschi;3
Baud-Bovy;3
Baume;3
Bay;3
Bays;3
Beccaria;3
Bermont;3
Bersier;3
Berthier;3
Berthold;3
Beyer;3
Biéler;3
Bieri;3
Bille;3
Bioley;3
Biolley;3
Bitzius;3
Blauenstein;3
Blavignac;3
Bodenstein;3
Böhi;3
Bohnenblust;3
Bohren;3
Bollinger;3
Bolt;3
Bonhôte;3
Bonnet;3
Bontems;3
Boos;3
Bopp;3
Bornand;3
Borner;3
Bory;3
Bourquin;3
Bourrit;3
Bovard;3
Boyve;3
Brändlin;3
Brawand;3
Brechbühl;3
Bremi;3
Bretscher;3
Briquet;3
Britschgi;3
Broye;3
Brücker;3
Bruhin;3
Buchmann;3
Bührle;3
Bullinger;3
Bundi;3
Bünti;3
Burch;3
Burgauer;3
Bürgin;3
Burkart;3
Burkhardt;3
Burki;3
Burnier;3
Burrus;3
Bussy;3
Butini;3
Butty;3
Buzzi-Cantone;3
Calandrini;3
Canova;3
Cantieni;3
Carry;3
Casanova;3
Casella;3
Casparis;3
Cathrein;3
Cattin;3
Cérésole;3
Chamorel;3
Chatelanat;3
Chatton;3
Chausson;3
Chenaux;3
Chessex;3
Chiattone;3
Clais;3
Clavadetscher;3
Cloos;3
Codeborgo;3
Cohn;3
Collart;3
Colomb;3
Contat;3
Conti;3
Corragioni;3
Cossy;3
Cron;3
Cudrefin;3
Cunz;3
Cuony;3
Curty;3
Cuttat;3
Dändliker;3
Dassier;3
Davall;3
Decoppet;3
Déglise;3
Delfils;3
Deluc;3
Demiéville;3
Dénéréaz;3
Denzler;3
Der;3
D'Espine;3
Deucher;3
Diem;3
Dietschy;3
Djevahirdjian;3
Dobler;3
Donati;3
Dortans;3
Dreyer;3
Dubochet;3
Duboule;3
Dubs;3
Duchosal;3
Duding;3
Duft;3
Düggelin;3
Dunkel;3
Dupraz;3
Durand;3
Düringer;3
Duval;3
Duvanel;3
Edelmann;3
Eggli;3
Eggs;3
Ehinger;3
Ehrenzeller;3
Ehrmann;3
Eisenring;3
Ekkehard;3
Ensinger;3
Enz;3
Esseiva;3
Esslinger;3
Estermann;3
Estienne;3
Faller;3
Fama;3
Fauche;3
Favre-Bulle;3
Félix;3
Fellmann;3
Flach;3
Flecklin;3
Fontanet;3
Forer;3
Fornerod;3
Fournier;3
Fracheboud;3
Fragnière;3
Franchini;3
Franz;3
Fraschina;3
Frauenfelder;3
Freiburghaus;3
Freudenberger;3
Freyenmuth;3
Freymond;3
Friderich;3
Friederich;3
Frischherz;3
Frischknecht;3
Fritsche;3
Fritschi;3
Fritz;3
Froment;3
Früh;3
Frunz;3
Frutiger;3
Fry;3
Füchslin;3
Furger;3
Fürst;3
Gaberel;3
Gafner;3
Gaillard;3
Galland;3
Ganzoni;3
Gartenhauser;3
Gatschet;3
Gaudenzi;3
Gaudy;3
Gauss;3
Gebert;3
Geel;3
Geering;3
Gegauf;3
Gehrig;3
Geiler;3
Geisser;3
Gengel;3
Geymüller;3
Gianadda;3
Giauque;3
Gibelin;3
Giel;3
Giezendanner;3
Gigon;3
Gilardi;3
Gilg;3
Giornico;3
Giroud;3
Gisi;3
Glenck;3
Goetz;3
Golay;3
Goll;3
Göttisheim;3
Gottofrey;3
Grangier;3
Grass;3
Grasset;3
Graven;3
Grégoire;3
Gressly;3
Greuter;3
Grossenbacher;3
Grünig;3
Grüter;3
Grüth;3
Güder;3
Guggisberg;3
Guigoz;3
Guillot;3
Guldimann;3
Guldin;3
Günthard;3
Günther;3
Gürtler;3
Gutknecht;3
Guyot;3
Gwerder;3
Gysler;3
Hagmann;3
Hahnloser;3
Hämmerli;3
Hans;3
Hardmeyer;3
Hardy;3
Häsler;3
Haus;3
Hausheer;3
Häusler;3
Hegnauer;3
Heil;3
Heilmann;3
Heitz;3
Helg;3
Helmlin;3
Henking;3
Henne;3
Herbst;3
Herosé;3
Herter;3
Herzen;3
Hetzel;3
Hidber;3
Hilber;3
Hitzig;3
Hof;3
Höfliger;3
Holdermeyer;3
Holenstein;3
Holzach;3
Homberger;3
Hophan;3
Hör;3
Hornstein;3
Houriet;3
Hubler;3
Hubschmid;3
Hunger;3
Hüni;3
Hunkeler;3
Ilg;3
Illens;3
Ingold;3
Isenmann;3
Jacobi;3
Jacot;3
Jacottet;3
Jacques;3
Jahn;3
Janett;3
Jann;3
Janner;3
Jeanjaquet;3
Jelmoli;3
Jochberg;3
Jöhr;3
Joliat;3
Jomini;3
Joost;3
Joray;3
Jossen;3
Josty;3
Joye;3
Jucker;3
Juillard;3
Julier;3
Juon;3
Kämpfen;3
Käser;3
Kästli;3
Kayser;3
Kelterborn;3
Kind;3
Kläsi;3
Kloter;3
Knapp;3
Köhler;3
Kolb;3
Kollbrunner;3
Krafft;3
Krug;3
Krummenacher;3
Krutter;3
Kubli;3
Küchli;3
Kümmerly;3
Kundert;3
Künzi;3
Künzle;3
Künzli;3
Küssenberg;3
Kym;3
Laager;3
Lachat;3
Lack;3
Lädrach;3
Lamunière;3
Landau;3
Landmann;3
Largiadèr;3
Läubli;3
Lavanchy;3
Lenz;3
Lepori;3
Leresche;3
Lesquereux;3
Lienert;3
Lindenmann;3
Lindtmayer;3
Liner;3
Liomin;3
L'Orsa;3
Lory;3
Losinger;3
Loutherburg;3
Lucchesi;3
Lucchini;3
Lüchinger;3
Lüdi;3
Lurati;3
Luterbacher;3
Macchi;3
Maggi;3
Magnin;3
Magoria;3
Maienfisch;3
Maillart;3
Malacrida;3
Maler;3
Mangold;3
Marcel;3
Margadant;3
Mariétan;3
Markwalder;3
Martinelli;3
Martinoli;3
Maspoli;3
Matthias;3
Maurizio;3
Megnet;3
Meile;3
Meisser;3
Mengis;3
Mengotti;3
Mentha;3
Mercanton;3
Mermoud;3
Mesmer;3
Mezger;3
Michaud;3
Michelet;3
Michel-Supersaxo;3
Mieg;3
Milliet;3
Mola;3
Montalt;3
Montalta;3
Moosbrugger;3
Morax;3
Morell;3
Moret;3
Morier;3
Morin;3
Mosimann;3
Mossdorf;3
Moulin;3
Muggiasca;3
Muntprat;3
Murbach;3
Müri;3
Mürset;3
Muschg;3
Mussard;3
Nabholz;3
Nathan;3
Nessi;3
Neukomm;3
Neuroni;3
Niederberger;3
Niederhauser;3
Nigg;3
Niquille;3
Nobs;3
Notker;3
Oberteufer;3
Oederlin;3
Oesch;3
Oettli;3
Offenburg;3
Oldelli;3
Oltigen;3
Omlin;3
Oprecht;3
Orléans-Longueville;3
Oser;3
Ostein;3
Otto;3
Pagani;3
Paris;3
Pedretti;3
Péquignot;3
Perdonnet;3
Pfaff;3
Pflüger;3
Philippe;3
Picot;3
Pillichody;3
Planzer;3
Pocobelli;3
Pont;3
Porchet;3
Portmann;3
Pulver;3
Rahm;3
Rapin;3
Raschle;3
Ratzenhofer;3
Räz;3
Real;3
Reali;3
Reibelt;3
Revaclier;3
Rezzonico;3
Rickenbach;3
Rietmann;3
Rion;3
Rive;3
Robert-Tissot;3
Roch;3
Rochet;3
Roller;3
Romang;3
Ronca;3
Rorschach;3
Rosenbaum;3
Roset;3
Rosselet;3
Rothen;3
Röthlin;3
Rouge;3
Roussy;3
Rubattel;3
Rubi;3
Ruchti;3
Rüedi;3
Rüeger;3
Rüesch;3
Ruf;3
Rüfenacht;3
Ruinelli;3
Ruoss;3
Rupe;3
Russenberger;3
Russinger;3
Rust;3
Sahli;3
Sallmann;3
Salvioni;3
Sartory;3
Sauser;3
Sautter;3
Savoy;3
Savoye;3
Schatzmann;3
Schaub;3
Schefer;3
Scheidegger;3
Schenkli;3
Schibler;3
Schicker;3
Schiffmann;3
Schlegel;3
Schleuniger;3
Schmalz;3
Schmidhauser;3
Schmidli;3
Schmitt;3
Schmitz;3
Schmutz;3
Schneller;3
Schneuwly;3
Scholl;3
Schönauer;3
Schönbrunner;3
Schoop;3
Schorsch;3
Schröter;3
Schuh;3
Schulé;3
Schuster;3
Schwabe;3
Schwerzenbach;3
Schwob;3
Scolar;3
Sellon;3
Sigristen;3
Simmen;3
Soret;3
Speissegger;3
Spillmann;3
Spinner;3
Spühler;3
Stäger;3
Staiger;3
Stampfli;3
Steinegger;3
Steinemann;3
Stiefel;3
Stiffler;3
Stöcklin;3
Stoecklin;3
Stör;3
Strahm;3
Straumeyer;3
Strebel;3
Streit;3
Streule;3
Strüby;3
Stryjenski;3
Stückelberg;3
Stuppa;3
Sulger;3
Sulzmatter;3
Sutermeister;3
Taugwalder;3
Tencalla;3
Thévenaz;3
Thévoz;3
Thoma;3
Thorens;3
Thorin;3
Thurnheer;3
Thury;3
Tissot;3
Tissot-Daguette;3
Trachsler;3
Treichler;3
Trevani;3
Troillet;3
Troll;3
Trösch;3
Troxler;3
Truttmann;3
Tschudy;3
Tuor;3
Ueltschi;3
Uhlmann;3
Ullmann;3
Urech;3
Valär;3
Valentin;3
Varnbüler;3
Vasserot;3
Vautravers;3
Veillard;3
Vela;3
Veladini;3
Verda;3
Vetsch;3
Vetterli;3
Vieusseux;3
Viscardi;3
Vodoz;3
Vorster;3
Vulpius;3
Wägmann;3
Waldmann;3
Waldner;3
Walliser;3
Walthard;3
Wander;3
Wechsler;3
Weidenmann;3
Weingartner;3
Weishaupt;3
Weniger;3
Wenner;3
Wenzinger;3
Wicki;3
Widmann;3
Wiedmer;3
Wietzel;3
Wiget;3
Wildbolz;3
Wiler;3
Winzeler;3
Wiss;3
Woker;3
Wolfensberger;3
Wölfflin;3
Wuhrmann;3
Wüörner;3
Zangger;3
Zeigler;3
Zemp;3
Zer;3
Zetter;3
Zidler;3
Zigerli;3
Zölly;3
Zünd;3
Zündel;3
Zurbriggen;3
Zurlinden;3
Zwyssig;3
Abbondio;2
Abderhalden;2
Abesch;2
Abys;2
Achshalm;2
Acker;2
Ackerknecht;2
Adler;2
Advocat;2
Aebersold;2
Aegeri;2
Aellen;2
Aerni;2
Aeschbach;2
Aeschi;2
Affoltern;2
Agnelli;2
Aguet;2
Agustoni;2
Airoldi;2
Alberti;2
Albertis;2
Albiez;2
Albisser;2
Alexander;2
Allinges;2
Allmen;2
Almens;2
Almer;2
Almshofen;2
Altbüron;2
Altenklingen;2
Altensumerau;2
Altstätten;2
Alt-Teufen;2
Amatus;2
Ambroise;2
Amez-Droz;2
Amgrund;2
Amlehn;2
Ammon;2
Amport;2
Amrein;2
Amrhein;2
Amsoldingen;2
Anda;2
Andacher;2
Andenmatten;2
Anderhalden;2
Andres;2
Andwil;2
Angeloch;2
Anker;2
Anliker;2
Anna;2
Anneler;2
Ansoldingen;2
Ansorge;2
Antoine;2
Anwil;2
Apothéloz;2
Appenweiler;2
Arb;2
Arcioni;2
Armand;2
Armbruster;2
Arnaud;2
Arnet;2
Arni;2
Arnoldi;2
Arnold-Obrist;2
Arsent;2
Asam;2
Aspermont;2
Asuel;2
Attinger;2
Atzigen;2
Auberjonois;2
Audéoud;2
Auw;2
Avanzini;2
Aycardis;2
Baader;2
Babenberg;2
Bäbingen;2
Bacciarini;2
Bach;2
Bächler;2
Baden;2
Badollet;2
Baggesen;2
Baggi;2
Bagnes;2
Bajol;2
Bala;2
Baldegg;2
Balduff;2
Balestra;2
Balexert;2
Ballon;2
Ballwil;2
Balm;2
Baltzer;2
Bamberger;2
Bamert;2
Bandi;2
Bandières;2
Banmoos;2
Bansi;2
Barante;2
Bard;2
Barell;2
Bärenburg;2
Bargetzi;2
Barillier;2
Barraud;2
Barter;2
Bärwart;2
Bäschlin;2
Basel;2
Basilea;2
Basler;2
Bassompierre;2
Battaglini;2
Batteville;2
Baulacre;2
Baumgarten;2
Baup;2
Bayer;2
Bazzi;2
Beauharnais;2
Beauteville;2
Bechburg;2
Bechtler;2
Beckh;2
Beder;2
Beerli;2
Beetschen;2
Beffano;2
Beggenhofen;2
Beinheim;2
Bellasi;2
Bellevaux;2
Belli;2
Bellièvre;2
Belp-Montagny;2
Belvoir;2
Bener;2
Benker;2
Benteli;2
Bérenger;2
Berenstein;2
Bergeon;2
Berguer;2
Berna;2
Bernang;2
Bernardi;2
Bernardino;2
Bernegg;2
Berner;2
Bernhausen;2
Bernstorff;2
Berra;2
Berseth;2
Bertazzi;2
Berthe;2
Bertigny;2
Bertz;2
Bettelini;2
Bettex;2
Beuggen;2
Beugger;2
Beusch;2
Beutler;2
Bevar;2
Béville;2
Bex;2
Beyel;2
Bèze;2
Bézuc;2
Bianconi;2
Biberegg;2
Biberli;2
Biberstein;2
Bibliander;2
Bichelsee;2
Bider;2
Biederthan;2
Biel;2
Bieler;2
Bielmann;2
Bienz;2
Bière;2
Bierville;2
Bietenhard;2
Bignami;2
Bill;2
Billon;2
Biner;2
Bionnens;2
Birkhäuser;2
Bischof;2
Bisel;2
Biselx;2
Bisling;2
Bissingen;2
Blanchenay;2
Blanchis;2
Blancpain;2
Blandrate;2
Blankenheim;2
Blau;2
Bletz;2
Blidegg;2
Bloetzer;2
Blois;2
Blunschy;2
Bock;2
Böckli;2
Boden;2
Bögli;2
Bogueret;2
Böhlen;2
Böhler;2
Boillat;2
Bois-Le-Comte;2
Boivin;2
Boll;2
Bolli;2
Bolomey;2
Bolsinger;2
Bombelles;2
Bon;2
Boncourt;2
Bondeli;2
Bondy;2
Boniface;2
Böniger;2
Bonivard;2
Bonna;2
Bonnac;2
Bonvillars;2
Boppelsen;2
Borga;2
Bornhauser;2
Borrani;2
Borromeo;2
Bosch;2
Böschenstein;2
Boschung;2
Boson;2
Bosshart;2
Bossy;2
Bötzlingen;2
Boular;2
Bouquet;2
Bourgogne;2
Bousquet;2
Bovon;2
Bracher;2
Brahier;2
Braichet;2
Bramberg;2
Branca;2
Brandmüller;2
Brandstetter;2
Breguet;2
Breitenlandenberg;2
Breitenstein;2
Breitner;2
Bremgarten;2
Brenni;2
Breteuil;2
Bridler;2
Brienz;2
Briguet;2
Briner;2
Briod;2
Brislach;2
Brisset;2
Brock;2
Brogle;2
Brogny;2
Broquet;2
Bruat;2
Brüderlin;2
Bruel;2
Brueys;2
Brüggler;2
Brülisauer;2
Brüllmann;2
Brümsi;2
Brunschwiler;2
Brunswick;2
Brupbacher;2
Brüschweiler;2
Brütsch;2
Brüttisellen;2
Bubna;2
Büchel;2
Buchsee;2
Bueche;2
Buess;2
Büfelden;2
Bugnon;2
Bühl;2
Buisson;2
Bula;2
Bulle;2
Bullot;2
Bunge;2
Bünter;2
Buochs;2
Buomberger;2
Buonvicini;2
Burchardus;2
Burdel;2
Bürgisser;2
Burgistein;2
Bürglen;2
Burkhalter;2
Burlamaqui;2
Büron;2
Burren;2
Buss;2
Büsser;2
Butenheim;2
Butticaz;2
Büttiker;2
Büttikofer;2
Büttikon;2
Buvelot;2
Buwix;2
Cabanis;2
Caccia;2
Cadenath;2
Caglioni;2
Cagliostro;2
Cahn;2
Calgari;2
Camaret;2
Camessina;2
Campiche;2
Canal;2
Canalis;2
Cantoni;2
Capaul;2
Capo;2
Caracciolo;2
Caratti;2
Cardinaux;2
Caresana;2
Carigiet;2
Carlen;2
Carlin;2
Carloni;2
Carmagnola;2
Carnat;2
Caroli;2
Caroni;2
Carpentarius;2
Cart;2
Castan;2
Castion;2
Castoreo;2
Castrisch;2
Casutt;2
Cathry;2
Catt;2
Cattani;2
Caumartin;2
Cavalli;2
Cavazza;2
Cavelti;2
Caviezel;2
Cavour;2
Céard;2
Celio;2
Censi;2
Ceppi;2
César;2
Chabannes;2
Chaignon;2
Challandes;2
Chambarlhac;2
Chamoson;2
Champion;2
Champseix;2
Chappaz;2
Charansonnex;2
Charpentier;2
Charpilloz;2
Chateaubriand;2
Châtel;2
Chatelain;2
Chatelât;2
Châtillon;2
Châtillon-Larringes;2
Chatoney;2
Châtonnaye;2
Chauvirey;2
Chavaz;2
Chénens;2
Chevalier;2
Chevallaz;2
Chevalley;2
Chexbres;2
Chiffelle;2
Choffat;2
Choiseul;2
Chollet;2
Chopard;2
Christian;2
Christinger;2
Ciani;2
Cingria;2
Cioccari;2
Clairville;2
Clermont;2
Clery;2
Cloetta;2
Coeuve;2
Coeuvres;2
Coindet;2
Cojonnex;2
Colliard;2
Collombey;2
Colombo;2
Cometta;2
Cometto;2
Commynes;2
Confignon;2
Conflans;2
Coninx;2
Cono;2
Constançon;2
Constantine;2
Corbat;2
Corbières;2
Corcelles;2
Cordier;2
Cordon;2
Corecco;2
Cormondrèche;2
Cornillon;2
Corti;2
Cosandey;2
Cottens;2
Coubertin;2
Coudenberghe;2
Cougnard;2
Court;2
Courteille;2
Courthion;2
Couvreu;2
Crespin;2
Crinsoz;2
Crisinel;2
Cronthal;2
Cropt;2
Cruseilles;2
Cuendet;2
Cuénoud;2
Curchod;2
Curtat;2
Curtine;2
Cusin;2
Dachslern;2
Daguet;2
Daillens;2
Dalberg;2
Dallèves;2
Däniken;2
Dannegger;2
Darbellay;2
Darms;2
Däscher;2
Dasypodius;2
Dättnau;2
Daulte;2
Davatz;2
Davel;2
Dazzoni;2
Debrit;2
Deci;2
Decrue;2
Decurtins;2
Dedual;2
Degenscher;2
Deggeller;2
Déglon;2
Deitingen;2
Delacoste;2
Delagrange;2
Delarageaz;2
Delémont;2
Delessert;2
Del;2
Demarchi;2
Demme;2
Demole;2
Denier;2
Dentand;2
Depierre;2
Dériaz;2
Desboys;2
Despland;2
Desponds;2
Dévaud;2
Dick;2
Didier;2
Dienberg;2
Dietler;2
Dietli;2
Dietrichstein;2
Dietzi;2
Diezinger;2
Diggelmann;2
Dillingen;2
Dinichert;2
Diogg;2
Dionisotti;2
Dohna;2
Dolf;2
Dolivo;2
Domo;2
Dompierre;2
Donneloye;2
Donzé;2
Doret;2
Dormann;2
Dössekel;2
Dossenbach;2
Dressler;2
Drollinger;2
Dübendorf;2
Dubler;2
DuBois-Reymond;2
Duby;2
Düdingen;2
Duin;2
Dula;2
Dumas;2
Dumelin;2
Dumont;2
Duni;2
Dünz;2
Dür;2
Duret;2
Dürholz;2
Dürig;2
Durnes;2
Dürsteler;2
Duss;2
Dussnang;2
Eberstein;2
Ebi;2
Ebnet;2
Ecklin;2
Edisried;2
Efringen;2
Egerdon;2
Egeri;2
Eggenberg;2
Eggenburg;2
Eggenschwiler;2
Eggimann;2
Eggis;2
Egino;2
Eglin;2
Eidenbenz;2
Eigenmann;2
Einstein;2
Eisenmann;2
Elisabeth;2
Ellerbach;2
Elmiger;2
Elsässer;2
Elye;2
Engelberg;2
Engeler;2
Engelsberg;2
Engiberg;2
Englert;2
Enne;2
Enzinas;2
Enzler;2
Epinay;2
Eppenberg;2
Epper;2
Erdingen;2
Erismann;2
Erlenbach;2
Erzer;2
Eschler;2
Eschlikon;2
Esso;2
Estreicher;2
Etterlin;2
Etzel;2
Evard;2
Evéquoz;2
Ewil;2
Exchaquet;2
Eymann;2
Eynard;2
Fabaria;2
Falkeisen;2
Fallerand;2
Fanconi;2
Farbstein;2
Fasel;2
Fausch;2
Fayod;2
Fè;2
Fechter;2
Federer;2
Fehlmann;2
Feierabend;2
Fein;2
Feiss;2
Felchlin;2
Fell;2
Feria;2
Ferrari;2
Ferri;2
Ferrier;2
Ferrière;2
Ferrini;2
Fetzer;2
Feuchtmayer;2
Feusi;2
Feyerabend;2
Filippini;2
Filliez;2
Finck;2
Fink;2
Firmenich;2
Fischli;2
Fitzi;2
Fleck;2
Fleiner;2
Florentin;2
Florentini;2
Flubacher;2
Flück;2
Flüeler;2
Flums;2
Foerster;2
Fogliardi;2
Fol;2
Follen;2
Font;2
Fontaine;2
Foras;2
Forchhammer;2
Forest;2
Forter;2
Fraefel;2
Franck;2
Franel;2
Fränkel;2
Frauenberg;2
Frehner;2
Freiberg;2
Freienstein;2
Freitag;2
Freudweiler;2
Friberg;2
Fribor;2
Friedingen;2
Friedli;2
Friedrich;2
Fringeli;2
Froben;2
Froberg;2
Fromm;2
Fruence;2
Fryberg;2
Füeg;2
Fuentes;2
Fugger;2
Fulpius;2
Fumal;2
Fürer;2
Furter;2
Fusce;2
Gabbioneta;2
Gabrieli;2
Gabuzzi;2
Gachnang;2
Gachoud;2
Gächter;2
Gadmer;2
Gaggini;2
Galen;2
Gallay;2
Gallera;2
Galley;2
Galmton;2
Gamelnstein;2
Gampert;2
Gander;2
Gangyner;2
Garcin;2
Gargantini;2
Garmiswil;2
Gass;2
Gatti;2
Gauchat;2
Gaudin;2
Gavard;2
Gavillet;2
Geheeb;2
Gehler;2
Gehr;2
Gehri;2
Geisendorf;2
Gelnhausen;2
Gemmingen;2
Gemperli;2
Gemuseus;2
Gênes;2
Gengenbach;2
Genhart;2
Gentinetta;2
Gerbex;2
Gerenstein;2
Gerig;2
Gerlach;2
Gerlikon;2
Geroldseck;2
Gerzabek;2
Gétaz;2
Gex;2
Geyer;2
Gide;2
Gignoux;2
Gilgenberg;2
Giller;2
Gilli;2
Gilliéron;2
Gilsi;2
Gimmi;2
Gindre;2
Gindroz;2
Giorgioli;2
Giovanola;2
Giovanoli;2
Girsberg;2
Gisenstein;2
Giudici;2
Givaudan;2
Glarus;2
Glattburg;2
Glatthard;2
Glaus;2
Glauser;2
Glinz;2
Gloten;2
Gmünder;2
Gnägi;2
Gnosca;2
Gobineau;2
Godefroy;2
Godel;2
Goegg;2
Goethe;2
Goetschel;2
Gohl;2
Goldenberg;2
Göldi;2
Goldschmid;2
Goldschmidt;2
Gonzague;2
Goretta;2
Gorgier;2
Gorini;2
Görres;2
Gösgen;2
Gotthard;2
Götz;2
Götzinger;2
Goulart;2
Gourd;2
Gourgas;2
Gozpert;2
Grab;2
Gradetsch;2
Graefe;2
Grailly;2
Grandmont;2
Grangettes;2
Granier;2
Grasser;2
Grassi;2
Grauer;2
Gravel;2
Graviseth;2
Greifenstein;2
Grellet;2
Grenchen;2
Grenier;2
Gressot;2
Grésy;2
Gretener;2
Gretillat;2
Greuth;2
Griesenberg;2
Griesser;2
Grifensee;2
Grilly;2
Grimmenstein;2
Grin;2
Grissach;2
Grobet;2
Grolée;2
Grolley;2
Grübel;2
Gruet;2
Grunder;2
Grünenfels;2
Grünenstein;2
Grunholzer;2
Grüninger;2
Grütsch;2
Gruyère-Aigremont;2
Gualdo;2
Gudden;2
Guélat;2
Guérin;2
Guerry;2
Gugelmann;2
Gügler;2
Guicciardi;2
Guillebaud;2
Guillemin;2
Guimps;2
Guisolan;2
Gundelfingen;2
Gundelsheim;2
Gunten;2
Gunthert;2
Gunzinger;2
Gurtner;2
Gutenburg;2
Gutmann;2
Güttinger;2
Guye;2
Guyonnet;2
Gygax;2
Gyr;2
Haag;2
Haberer;2
Haberstich;2
Habicht;2
Habsburg;2
Habsperg;2
Häch;2
Hackhofer;2
Haefely;2
Haefner;2
Haffner;2
Hager;2
Haggenmacher;2
Haidenhaim;2
Halban;2
Haldas;2
Haldenstein;2
Halder;2
Haldimand;2
Hälg;2
Halmer;2
Hamburger;2
Han;2
Hanauer;2
Häne;2
Hari;2
Härry;2
Hartmannis;2
Hasenburg;2
Hasenfratz;2
Hasfurter;2
Hasli;2
Hässig;2
Hattinger;2
Hattstatt;2
Hattstein;2
Haug;2
Hausmann;2
Haussmann;2
Hauswirth;2
Hautt;2
Hay;2
Hébert;2
Hedingen;2
Hedlinger;2
Hegetschweiler;2
Hegg;2
Heid;2
Heidelberg;2
Heierli;2
Heimberg;2
Heimo;2
Heine;2
Heingarter;2
Heinimann;2
Heinserlin;2
Heinz;2
Heitnau;2
Henke;2
Henneberg;2
Hennet;2
Henrici;2
Henricus;2
Henry;2
Hentsch;2
Henzi;2
Herblingen;2
Herbstheim;2
Herdeg;2
Herdi;2
Hertenberg;2
Herwegh;2
Heuberger;2
Heymann;2
Hildbrand;2
Hiller;2
Hiltalingen;2
Hindermann;2
Hippenmeyer;2
Hirschfeld;2
Hirschgartner;2
Höchle;2
Hochmössingen;2
Hochstrasser;2
Hoffstetter;2
Hofstetten;2
Hohenberg;2
Hohenfels;2
Hohenheim;2
Hohenklingen;2
Hohenlandenberg;2
Hohenlohe;2
Hohenrain;2
Hohenrechberg;2
Hohensax;2
Hohenstaufen;2
Hohenteufen;2
Hohenzollern;2
Höhn;2
Hoiningen-Huene;2
Hold;2
Holzer;2
Homburg;2
Hommel;2
Hörbst;2
Hörnlingen;2
Hornung;2
Hospinian;2
Hössli;2
Hottingen;2
Hotze;2
Huaud;2
Hugentobler;2
Huggenberger;2
Huggler;2
Hügin;2
Hugo;2
Huguenaud;2
Humm;2
Hummler;2
Hünikon;2
Hunno;2
Hunold;2
Hürner;2
Huser;2
Hüssy;2
Hütschi;2
Hutten;2
Hutter;2
Huttwil;2
Ifenthal;2
Imhag;2
Imhoff;2
Imhoof;2
Immer;2
Imsand;2
Imseng;2
Inauen;2
Inderbitzin;2
Indergand;2
Irlet;2
Isner;2
Iter;2
Ith;2
Itschner;2
Ittner;2
Jaberg;2
Jacot-Guillarmod;2
Jäggli;2
Jagmetti;2
Jallabert;2
Jan;2
Jánoska;2
Jaquet-Droz;2
Jaray;2
Jauslin;2
Jeannet;2
Jeanrenaud;2
Jeantet;2
Jecker;2
Jegenstorf;2
Jegistorf;2
Jelmini;2
Joël;2
Joinville;2
Joller;2
Jongh;2
Jörger;2
Joudra-Saloz;2
Jougne;2
Jovanovits;2
Juat;2
Jud;2
Juentes;2
Jungo;2
Junker;2
Juns;2
Jussie;2
Juvalt;2
Juventes;2
Kaiserstuhl;2
Kamber;2
Kamer;2
Känel;2
Kapfenberg;2
Kapfenstein;2
Käs;2
Kasthofer;2
Kellenberger;2
Kellerhals;2
Kelly;2
Kempf;2
Kempin;2
Kempten;2
Keusch;2
Kien;2
Kienast;2
Kilchenmann;2
Kilian;2
Killias;2
Kinkel;2
Kirchner;2
Klages;2
Klebs;2
Klee;2
Kleiber;2
Kleiner;2
Kleist;2
Klingler;2
Klöti;2
Kluser;2
Kneubühler;2
Knopfli;2
Knuchel;2
Kobelt;2
Kobler;2
Koblet;2
Köchlin;2
Kohlund;2
Kolly;2
Könz;2
Körner;2
Korrodi;2
Kostanecki;2
Kramburg;2
Krättli;2
